trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.01, 'e': 0.5494505494505494}",35,15,-21.654093693026354,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.5464480874316939}",20,-1,-14.610831474503149,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.01, 'e': 0.5434782608695652}",20,11,-53.567740727008314,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
185,False,"{'a': 0.01, 'e': 0.5405405405405405}",25,4,-132.60513346595064,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 3}",1
186,False,"{'a': 0.01, 'e': 0.5376344086021505}",30,5,-82.59815488952704,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",1
187,False,"{'a': 0.01, 'e': 0.53475935828877}",20,-22,-140.4099212709245,"{0: 31, 1: 1, 2: 6, 3: 2, 4: 2}",0
188,False,"{'a': 0.01, 'e': 0.5319148936170213}",25,-5,-47.237186943103666,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
189,False,"{'a': 0.01, 'e': 0.5291005291005291}",25,5,-6.108156022638789,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.5263157894736842}",25,10,-97.58387596167158,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",1
191,False,"{'a': 0.01, 'e': 0.5235602094240838}",35,-19,-49.356519056357314,"{0: 44, 1: 2, 2: 6, 3: 1, 4: 1}",0
192,False,"{'a': 0.01, 'e': 0.5208333333333334}",20,6,9.827795846032993,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.5181347150259068}",25,11,9.246808073840365,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.5154639175257733}",20,-56,-153.44380940661702,"{0: 59, 1: 5, 2: 7, 3: 2, 4: 3}",0
195,False,"{'a': 0.01, 'e': 0.5128205128205129}",20,-9,-38.57367763776708,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 1}",0
196,False,"{'a': 0.01, 'e': 0.5102040816326531}",25,2,-76.95464770017784,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
197,False,"{'a': 0.01, 'e': 0.5076142131979695}",30,13,-85.81186586951901,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
198,False,"{'a': 0.01, 'e': 0.5050505050505051}",20,3,-23.99199422582085,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.5025125628140703}",20,-20,-65.95214050579182,"{0: 33, 1: 4, 2: 0, 3: 1, 4: 2}",0
200,False,"{'a': 0.01, 'e': 0.5}",20,-8,20.766966312400868,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 0}",0
201,False,"{'a': 0.01, 'e': 0.49751243781094523}",20,-17,-39.42059154683553,"{0: 28, 1: 2, 2: 6, 3: 1, 4: 0}",0
202,False,"{'a': 0.01, 'e': 0.49504950495049505}",20,4,-10.482796490582945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.01, 'e': 0.4926108374384236}",20,-40,-61.885080978201614,"{0: 49, 1: 2, 2: 7, 3: 1, 4: 1}",0
204,False,"{'a': 0.01, 'e': 0.49019607843137253}",25,-14,-26.266957325909623,"{0: 33, 1: 1, 2: 4, 3: 0, 4: 1}",0
205,False,"{'a': 0.01, 'e': 0.48780487804878053}",25,6,-20.267814066507288,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.4854368932038835}",30,12,-44.691001255643826,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.48309178743961356}",30,13,-112.97967476200398,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 2}",1
208,False,"{'a': 0.01, 'e': 0.4807692307692307}",20,11,18.158041508135483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.47846889952153115}",30,-3,-73.36897840077458,"{0: 24, 1: 3, 2: 4, 3: 1, 4: 1}",0
210,False,"{'a': 0.01, 'e': 0.47619047619047616}",20,8,9.30505555100444,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.47393364928909953}",25,13,-40.79841044730285,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
212,False,"{'a': 0.01, 'e': 0.4716981132075471}",20,-1,-0.5155678507690862,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.4694835680751174}",25,-7,-107.11470389842808,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 2}",0
214,False,"{'a': 0.01, 'e': 0.4672897196261682}",20,13,13.955424421728447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.46511627906976744}",25,16,-4.109430399122374,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.4629629629629629}",25,9,-16.745253234710155,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.4608294930875576}",25,-42,-47.14247075637567,"{0: 57, 1: 5, 2: 1, 3: 2, 4: 2}",0
218,False,"{'a': 0.01, 'e': 0.4587155963302752}",20,-34,-147.1518504207143,"{0: 39, 1: 5, 2: 7, 3: 0, 4: 3}",0
219,False,"{'a': 0.01, 'e': 0.4566210045662101}",25,-20,-44.11917779817983,"{0: 39, 1: 2, 2: 2, 3: 0, 4: 2}",0
220,False,"{'a': 0.01, 'e': 0.45454545454545453}",20,-2,-58.72355289232032,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",0
221,False,"{'a': 0.01, 'e': 0.45248868778280543}",20,-13,-32.76258830630986,"{0: 28, 1: 0, 2: 4, 3: 0, 4: 1}",0
222,False,"{'a': 0.01, 'e': 0.4504504504504504}",20,-17,-153.91787522360116,"{0: 30, 1: 0, 2: 2, 3: 1, 4: 4}",0
223,False,"{'a': 0.01, 'e': 0.4484304932735426}",25,-8,-70.2955711816988,"{0: 27, 1: 2, 2: 1, 3: 1, 4: 2}",0
224,False,"{'a': 0.01, 'e': 0.4464285714285714}",35,20,-13.620964133573187,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.4444444444444444}",25,18,3.113863945471577,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.44247787610619466}",20,1,1.108055871636315,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.44052863436123346}",25,14,-6.534812096932633,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.43859649122807015}",30,12,-56.385413235401955,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
229,False,"{'a': 0.01, 'e': 0.4366812227074236}",20,-8,-77.55217205264746,"{0: 20, 1: 0, 2: 5, 3: 3, 4: 0}",0
230,False,"{'a': 0.01, 'e': 0.4347826086956521}",20,8,-31.980318313702774,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.01, 'e': 0.4329004329004329}",20,2,-0.3786045795478956,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.4310344827586207}",20,0,13.110967641740128,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.4291845493562232}",20,-6,-70.23849005660165,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 1}",0
234,False,"{'a': 0.01, 'e': 0.4273504273504274}",25,15,5.404975822091897,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.425531914893617}",25,3,0.028455399047039975,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.01, 'e': 0.42372881355932207}",20,7,21.431259752535734,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.42194092827004215}",20,3,18.293858219972513,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.42016806722689076}",25,-12,-78.13247310351696,"{0: 27, 1: 2, 2: 6, 3: 1, 4: 1}",0
239,False,"{'a': 0.01, 'e': 0.41841004184100417}",20,0,-92.59856437488895,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
240,False,"{'a': 0.01, 'e': 0.4166666666666667}",20,1,23.960009271840924,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.41493775933609955}",20,9,-23.085711000376286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.01, 'e': 0.4132231404958678}",30,-2,-38.798779624690184,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 1}",0
243,False,"{'a': 0.01, 'e': 0.4115226337448559}",30,-1,42.146376481467684,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.4098360655737705}",20,12,13.496904320902933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.4081632653061224}",20,5,-28.7757691138714,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.4065040650406504}",20,2,-52.58851616945638,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
247,False,"{'a': 0.01, 'e': 0.4048582995951417}",20,11,19.381200579527853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.40322580645161293}",20,-17,-20.73015617504335,"{0: 30, 1: 0, 2: 7, 3: 0, 4: 0}",0
249,False,"{'a': 0.01, 'e': 0.4016064257028112}",25,4,-57.99736167163793,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
250,False,"{'a': 0.01, 'e': 0.4}",30,14,-30.582380262535366,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.01, 'e': 0.398406374501992}",30,15,16.363419358221538,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.3968253968253968}",25,17,12.642682889799906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.39525691699604737}",25,9,16.934155390119876,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.39370078740157477}",25,13,-22.307641715675896,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.392156862745098}",20,12,-3.1823998700866336,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.390625}",30,4,-60.81813981834598,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 2}",1
257,False,"{'a': 0.01, 'e': 0.38910505836575876}",20,10,-18.76678938484949,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.38759689922480617}",20,9,-44.001994286849595,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
259,False,"{'a': 0.01, 'e': 0.3861003861003861}",25,6,38.02948970199252,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.3846153846153846}",30,14,-3.7670953935491536,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.3831417624521073}",25,8,-1.7918109939165268,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.38167938931297707}",30,-1,-28.40348363928744,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 1}",1
263,False,"{'a': 0.01, 'e': 0.3802281368821293}",25,-16,-11.990122167520898,"{0: 34, 1: 1, 2: 5, 3: 1, 4: 0}",0
264,False,"{'a': 0.01, 'e': 0.3787878787878788}",20,8,-16.873994657309876,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.37735849056603776}",20,-15,-15.452396850592319,"{0: 29, 1: 1, 2: 4, 3: 1, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.37593984962406013}",30,8,-26.464155435660476,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.37453183520599254}",25,19,-12.201435849046934,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.3731343283582089}",20,4,30.070107927113355,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.3717472118959108}",20,2,34.017828204830174,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.37037037037037035}",25,15,-5.390875271837176,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.36900369003690037}",20,9,-2.971948874874968,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.3676470588235294}",20,-3,-12.3727727081594,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",0
273,False,"{'a': 0.01, 'e': 0.3663003663003663}",20,-5,-43.91530949598293,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
274,False,"{'a': 0.01, 'e': 0.36496350364963503}",20,3,-8.700418905312555,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.36363636363636365}",25,8,8.482667662092403,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.3623188405797101}",25,-4,-12.849734359789998,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.36101083032490977}",30,15,15.044416113982372,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.3597122302158273}",25,-4,-13.451691382640643,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 1}",0
279,False,"{'a': 0.01, 'e': 0.35842293906810035}",25,17,16.60941607976498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.3571428571428571}",25,-5,-42.180187004564054,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
281,False,"{'a': 0.01, 'e': 0.35587188612099646}",20,6,-48.09189250435863,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
282,False,"{'a': 0.01, 'e': 0.3546099290780142}",20,7,0.4934637492089893,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.35335689045936397}",25,10,12.49985828045813,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.35211267605633806}",25,-10,-44.17115758968048,"{0: 31, 1: 1, 2: 1, 3: 0, 4: 2}",0
285,False,"{'a': 0.01, 'e': 0.3508771929824561}",20,12,16.05287811848689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.3496503496503497}",20,-22,-80.20030339182921,"{0: 35, 1: 2, 2: 1, 3: 2, 4: 2}",0
287,False,"{'a': 0.01, 'e': 0.3484320557491289}",20,9,19.88251259118307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.3472222222222222}",25,8,16.391422432152176,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.3460207612456747}",20,-2,13.649850326719646,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.01, 'e': 0.3448275862068966}",25,11,-65.712362877038,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
291,False,"{'a': 0.01, 'e': 0.3436426116838488}",25,18,14.684380348315377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.3424657534246575}",20,1,-21.27076546096936,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.341296928327645}",30,3,28.422390746575303,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.3401360544217687}",25,2,30.096512471832543,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.3389830508474576}",20,15,-4.043637200412904,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.33783783783783783}",25,9,3.8587421645782687,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.33670033670033667}",20,12,5.5898904979080335,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.33557046979865773}",30,21,10.571833133073138,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.33444816053511706}",30,3,20.12213245372016,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.3333333333333333}",25,13,12.822450938542191,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.3322259136212624}",20,10,-1.842888813464995,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.33112582781456956}",20,13,-19.25578140762027,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.33003300330033003}",20,-28,5.246377389310556,"{0: 40, 1: 2, 2: 6, 3: 0, 4: 0}",0
304,False,"{'a': 0.01, 'e': 0.32894736842105265}",25,14,24.724788097921998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.32786885245901637}",25,14,10.603573984266877,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.32679738562091504}",25,4,-47.275269686002076,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
307,False,"{'a': 0.01, 'e': 0.3257328990228013}",20,14,-1.0963374941440867,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.3246753246753247}",30,-4,30.086713210636418,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 0}",0
309,False,"{'a': 0.01, 'e': 0.3236245954692557}",20,-2,-45.19655968681453,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",0
310,False,"{'a': 0.01, 'e': 0.3225806451612903}",20,-2,20.15271885635442,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.01, 'e': 0.3215434083601286}",30,18,15.141906431561203,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.3205128205128205}",20,-4,15.998630559674545,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",0
313,False,"{'a': 0.01, 'e': 0.3194888178913738}",25,-1,-92.01510135922378,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 2}",1
314,False,"{'a': 0.01, 'e': 0.3184713375796178}",25,10,-4.881986401026202,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.31746031746031744}",20,-6,-59.00726524185698,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 1}",0
316,False,"{'a': 0.01, 'e': 0.3164556962025316}",25,6,2.6743384025335963,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.31545741324921134}",20,2,-70.39906023215984,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 2}",1
318,False,"{'a': 0.01, 'e': 0.31446540880503143}",20,-49,-41.32472403372583,"{0: 57, 1: 4, 2: 7, 3: 0, 4: 1}",0
319,False,"{'a': 0.01, 'e': 0.31347962382445144}",20,5,-7.185366213882753,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.3125}",25,17,7.604088612201114,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.3115264797507788}",30,7,-12.818034292772824,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
322,False,"{'a': 0.01, 'e': 0.3105590062111801}",20,-1,9.933995662314832,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.30959752321981426}",30,10,-10.664590016490305,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.01, 'e': 0.30864197530864196}",30,9,10.145296175364852,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.3076923076923077}",30,11,7.3297017393711545,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.3067484662576687}",30,17,1.3590908768794108,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.3058103975535168}",20,10,-20.95626405577552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.01, 'e': 0.3048780487804878}",30,19,8.011852927443263,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.303951367781155}",20,0,-14.222330591961496,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.01, 'e': 0.303030303030303}",30,20,19.752433892631913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.3021148036253776}",30,0,0.8631692837458091,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.3012048192771084}",30,12,-31.653344133763877,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
333,False,"{'a': 0.01, 'e': 0.3003003003003003}",20,14,11.29926463158358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.29940119760479045}",35,23,-54.35552381004516,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
335,False,"{'a': 0.01, 'e': 0.29850746268656714}",25,6,-57.20186244280998,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 1}",1
336,False,"{'a': 0.01, 'e': 0.2976190476190476}",20,0,38.42734719618314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.29673590504451036}",20,1,31.634360096612863,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.2958579881656805}",30,-2,15.200145652596493,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 0}",0
339,False,"{'a': 0.01, 'e': 0.2949852507374631}",30,11,35.596857760252384,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.29411764705882354}",25,15,18.857835335818237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.29325513196480935}",25,5,26.32652537929944,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.29239766081871343}",25,13,-23.16805138930917,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.29154518950437314}",35,13,6.731176922552743,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.29069767441860467}",20,4,-35.97155635450895,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
345,False,"{'a': 0.01, 'e': 0.2898550724637681}",20,9,21.865607772942028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.28901734104046245}",20,4,-16.133744901308603,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.2881844380403458}",25,17,-3.9181428253537223,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.28735632183908044}",25,7,-56.94738649289874,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
349,False,"{'a': 0.01, 'e': 0.28653295128939826}",25,20,9.92129187993094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.2857142857142857}",25,8,20.561537254946735,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.2849002849002849}",25,-34,-46.09831698790069,"{0: 50, 1: 3, 2: 4, 3: 0, 4: 2}",0
352,False,"{'a': 0.01, 'e': 0.2840909090909091}",25,10,-15.169366298702247,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.28328611898017}",20,10,-2.327373360120446,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.2824858757062147}",25,5,-1.840307893074096,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.2816901408450704}",20,10,-31.990162689482343,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
356,False,"{'a': 0.01, 'e': 0.2808988764044944}",20,6,28.67930894465069,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.2801120448179272}",20,-6,36.221792855218794,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.01, 'e': 0.27932960893854747}",25,5,-63.79565910209566,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
359,False,"{'a': 0.01, 'e': 0.2785515320334262}",25,9,14.229816765339919,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.2777777777777778}",30,15,17.036040296564664,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.01, 'e': 0.2770083102493075}",30,18,0.7094171231166129,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.27624309392265195}",20,-8,23.680131319053846,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",0
363,False,"{'a': 0.01, 'e': 0.27548209366391185}",20,10,21.606008571967436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.2747252747252747}",25,14,9.886945570865837,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.273972602739726}",35,20,26.87366979479402,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
